iter	Logloss
0	0.6646210127
1	0.6406416323
2	0.6186112318
3	0.5975367784
4	0.5829079474
5	0.5534571497
6	0.5328749873
7	0.5300841054
8	0.5176637153
9	0.4858938669
10	0.4678099046
11	0.4524600893
12	0.4383724612
13	0.4235715977
14	0.4212306542
15	0.3893478981
16	0.378749893
17	0.3682058304
18	0.360323363
19	0.3582189993
20	0.3466674344
21	0.3318677512
22	0.3249751366
23	0.3231892239
24	0.3215907955
25	0.3161789731
26	0.3099500317
27	0.2886323124
28	0.2765165401
29	0.2677423806
30	0.2588041868
31	0.257347963
32	0.2560232308
33	0.2455188267
34	0.2442825034
35	0.2431964548
36	0.242192773
37	0.2328186767
38	0.2242982243
39	0.21149554
40	0.2002313383
41	0.1996170148
42	0.1969074765
43	0.190386312
44	0.1879122328
45	0.1819596642
46	0.1797138758
47	0.1742317839
48	0.1697051726
49	0.1647202203
50	0.1601142026
51	0.1558654175
52	0.1517905184
53	0.1479920008
54	0.1461421876
55	0.1426141687
56	0.1408924805
57	0.1376095496
58	0.1359994521
59	0.134527915
60	0.1314227983
61	0.1285278968
62	0.1257377199
63	0.1231587087
64	0.1217777813
65	0.1205064292
66	0.1180444897
67	0.1162856699
68	0.115166987
69	0.1141305169
70	0.1117700175
71	0.1107933746
72	0.1085422054
73	0.1064506148
74	0.1054865035
75	0.1035108093
76	0.1016687177
77	0.09994790412
78	0.0989735996
79	0.09806706805
80	0.0964061792
81	0.09485078815
82	0.09339163379
83	0.09176660787
84	0.09090032436
85	0.09008305785
86	0.08931157386
87	0.08790239838
88	0.0871624659
89	0.08645756347
90	0.08580103656
91	0.08516772074
92	0.08458189689
93	0.08402940146
94	0.08235311253
95	0.08142837362
96	0.08095129866
97	0.08047556064
98	0.08004267383
99	0.07852596559
